,zip,city,name,alias,state,locale,address,dolflag,branches,ownership,main_campus,state_fips,religious_affiliation,tuition_revenue_per_fte,instructional_expenditure_per_fte,peps_ownership,faculty_salary,online_only
1256,70433,Covington,Aveda Arts & Sciences Institute-Covington,,LA,13.0,1355 Polders Lane,0,1,3,1,22,,12394.0,5928.0,Proprietary,,0.0
1257,70457,St. Benedict,Saint Joseph Seminary College,St. Ben's |SJSC,LA,41.0,75376 River Road,0,1,2,1,22,30.0,41059.0,33075.0,Private Nonprofit,3688.0,0.0
1258,70363,Houma,LaSalle Tech,South Louisiana Beauty College,LA,13.0,300 Howard Ave,0,1,3,1,22,,11644.0,4130.0,Proprietary,,0.0
1259,70395,Schriever,Fletcher Technical Community College,Fletcher Technical Community College,LA,41.0,1407 Highway 311,1,1,1,1,22,,3024.0,6350.0,Public,5902.0,0.0
1260,70503,Lafayette,Remington College-Lafayette Campus,,LA,12.0,"4021-A Ambassador Caffery Parkway, Suite 100A",1,12,2,0,22,,9748.0,2246.0,Private Nonprofit,5160.0,0.0
1261,70615,Lake Charles,SOWELA Technical Community College,SOWELA,LA,13.0,3820 Senator J. Bennett Johnston Ave,1,1,1,1,22,,2802.0,6806.0,Public,6043.0,0.0
1262,70114,New Orleans,Stevensons Academy of Hair Design,,LA,11.0,401 Opelousas Avenue,0,1,3,1,22,,8383.0,4087.0,Proprietary,,0.0
1263,70402,Hammond,Southeastern Louisiana University,Southeastern,LA,13.0,548 Ned McGehee Ave.,1,5,1,1,22,,6064.0,6787.0,Public,7364.0,0.0
1264,70813,Baton Rouge,Southern University and A & M College,Southern University Baton Rouge,LA,12.0,"P.O. Box 9374, Harding Blvd",0,1,1,1,22,,6563.0,5475.0,Public,7535.0,0.0
1265,70126,New Orleans,Southern University at New Orleans,SUNO,LA,11.0,6400 Press Drive,1,1,1,1,22,,2915.0,6831.0,Public,7041.0,0.0
1266,71107,Shreveport,Southern University at Shreveport,SUSLA,LA,12.0,3050 Martin Luther King Dr,1,1,1,1,22,,1494.0,3228.0,Public,6147.0,0.0
1267,70503,Lafayette,University of Louisiana at Lafayette,UL Lafayette,LA,12.0,104 University Circle,1,1,1,1,22,,9631.0,9198.0,Public,8915.0,0.0
1268,70445,Lacombe,Northshore Technical Community College,Northshore Technical College-Sullivan Main Campus  Louisiana Technical College Sullivan Campus  Sullivan Technical College,LA,41.0,65556 Centerpoint Blvd.,1,1,1,1,22,,2469.0,5647.0,Public,5456.0,0.0
1269,70118-5698,New Orleans,Tulane University of Louisiana,Tulane University,LA,11.0,6823 St. Charles Avenue,0,1,2,1,22,,37707.0,34542.0,Private Nonprofit,12908.0,0.0
1270,70125-1098,New Orleans,Xavier University of Louisiana,,LA,11.0,1 Drexel Drive,0,1,2,1,22,30.0,13816.0,9875.0,Private Nonprofit,9727.0,0.0
1271,04609,Bar Harbor,College of the Atlantic,,ME,43.0,105 Eden Street,0,1,2,1,23,,43909.0,16734.0,Private Nonprofit,8972.0,0.0
1272,04240,Lewiston,Bates College,Bates,ME,13.0,2 Andrews Road,0,1,2,1,23,,56068.0,25710.0,Private Nonprofit,11817.0,0.0
1273,04401,Bangor,Beal University,,ME,13.0,99 Farm Road,1,2,3,1,23,,14089.0,4928.0,Proprietary,5280.0,0.0
1274,04011,Brunswick,Bowdoin College,,ME,31.0,255 Maine Street,0,1,2,1,23,,36372.0,39065.0,Private Nonprofit,14059.0,0.0
1275,04240,Lewiston,Maine College of Health Professions,MCHP,ME,13.0,70 Middle Street,1,1,2,1,23,,17056.0,7939.0,Private Nonprofit,6117.0,0.0
1276,04210-6498,Auburn,Central Maine Community College,Central Maine Technical College|CMCC|CMTC|CMVTI|CM,ME,13.0,1250 Turner Street,1,1,1,1,23,,457.0,6576.0,Public,6844.0,0.0
1277,04901-8840,Waterville,Colby College,,ME,33.0,4000 Mayflower Hill Drive,0,1,2,1,23,,37324.0,26017.0,Private Nonprofit,12602.0,0.0
1278,04401,Bangor,Eastern Maine Community College,,ME,13.0,354 Hogan Rd,1,1,1,1,23,,656.0,8170.0,Public,7281.0,0.0
1279,04937-1367,Fairfield,Kennebec Valley Community College,,ME,33.0,92 Western Ave,1,1,1,1,23,,735.0,6660.0,Public,6860.0,0.0
1280,04046,Arundel,The Landing School,The Landing School of Boatbuilding & Design,ME,41.0,286 River Rd,1,1,2,1,23,,21759.0,9017.0,Private Nonprofit,7183.0,0.0
1281,04330-9410,Augusta,University of Maine at Augusta,UMA|UMA-Bangor|University of Maine at Augusta - Bangor,ME,32.0,46 University Dr,1,1,1,1,23,,5575.0,9603.0,Public,7870.0,0.0
1282,04938-9978,Farmington,University of Maine at Farmington,UMF,ME,43.0,224 Main St.,1,1,1,1,23,,6233.0,12934.0,Public,8306.0,0.0
1283,04743-1292,Fort Kent,University of Maine at Fort Kent,UMFK,ME,43.0,23 University Drive,1,1,1,1,23,,6573.0,8941.0,Public,7831.0,0.0
1284,04469,Orono,University of Maine,,ME,23.0,168 College Avenue,1,2,1,1,23,,11250.0,12488.0,Public,11151.0,0.0
1285,04420-0001,Castine,Maine Maritime Academy,,ME,42.0,1 Pleasant Street,0,1,1,1,23,,17548.0,11805.0,Public,,0.0
1286,04769-2888,Presque Isle,University of Maine at Presque Isle,UMPI,ME,41.0,181 Main St,1,1,1,1,23,,3884.0,6505.0,Public,7805.0,0.0
1287,04005-9599,Biddeford,University of New England,UNE,ME,22.0,11 Hills Beach Rd,1,1,2,1,23,,26334.0,12177.0,Private Nonprofit,9082.0,0.0
1288,04769-2016,Presque Isle,Northern Maine Community College,,ME,33.0,33 Edgemont Dr,1,1,1,1,23,,173.0,16601.0,Public,7175.0,0.0
1289,04101,Portland,Empire Beauty School-Maine,,ME,13.0,319 Marginal Way,0,8,3,1,23,,9031.0,8267.0,Proprietary,,0.0
1290,04101-3494,Portland,Maine College of Art & Design,"MECA&D ,  Meca , Portland School of Art",ME,13.0,522 Congress St.,1,1,2,1,23,,22699.0,15293.0,Private Nonprofit,6915.0,0.0
1291,04084-5263,Standish,Saint Joseph's College of Maine,Saint Joseph's College,ME,41.0,278 Whites Bridge Rd,1,1,2,1,23,30.0,12063.0,7375.0,Private Nonprofit,6398.0,0.0
1292,04092,Westbrook,Spa Tech Institute-Westbrook,,ME,22.0,100 Larrabee Road,1,4,3,1,23,,13164.0,8661.0,Proprietary,,0.0
1293,04106-1698,South Portland,Southern Maine Community College,SMCC,ME,13.0,2 Fort Road,1,1,1,1,23,,1413.0,6964.0,Public,7890.0,0.0
1294,04103,Portland,University of Southern Maine,,ME,13.0,96 Falmouth St,1,1,1,1,23,,8379.0,10292.0,Public,10710.0,0.0
1295,04901-5097,Waterville,Thomas College,,ME,33.0,180 W River Rd,1,1,2,1,23,,7329.0,4453.0,Private Nonprofit,7542.0,0.0
1296,04260,New Gloucester,Unity Environmental University,,ME,42.0,"70 Farm View Drive, Suite 200",1,3,2,1,23,,10896.0,1939.0,Private Nonprofit,5404.0,0.0
1297,04619,Calais,Washington County Community College,,ME,43.0,One College Drive,1,1,1,1,23,,2110.0,12906.0,Public,6995.0,0.0
1298,21502-2596,Cumberland,Allegany College of Maryland,,MD,33.0,12401 Willowbrook Rd SE,1,1,1,1,24,,4206.0,9524.0,Public,6204.0,0.0
1299,21012-1895,Arnold,Anne Arundel Community College,AACC,MD,21.0,101 College Pky,1,1,1,1,24,,4135.0,11676.0,Public,8995.0,0.0
1300,21740-5610,Hagerstown,Award Beauty School,,MD,13.0,26 E Antietam St,0,2,3,1,24,,6367.0,9725.0,Proprietary,,0.0
1301,21201-3444,Baltimore,Baltimore Studio of Hair Design,Baltimore Studio of Hair Design School of Cosmetology,MD,11.0,318 N Howard St,0,1,3,1,24,,8988.0,5610.0,Proprietary,,0.0
1302,21215-7893,Baltimore,Baltimore City Community College,,MD,11.0,2901 Liberty Heights Avenue,1,1,1,1,24,,2623.0,15131.0,Public,9519.0,0.0
1303,21201-5720,Baltimore,University of Baltimore,UBalt,MD,11.0,Charles at Mount Royal,0,1,1,1,24,,13814.0,17600.0,Public,13190.0,0.0
1304,20715-9465,Bowie,Bowie State University,,MD,21.0,14000 Jericho Park Rd,0,1,1,1,24,,4882.0,8890.0,Public,10830.0,0.0
1305,20708,Laurel,Capitol Technology University,,MD,21.0,11301 Springfield Rd,0,1,2,1,24,,25156.0,6700.0,Private Nonprofit,5193.0,0.0
1306,21901-1900,North East,Cecil College,,MD,41.0,One Seahawk Drive,1,1,1,1,24,,4764.0,9925.0,Public,7637.0,0.0
1307,20646-0910,La Plata,College of Southern Maryland,CSM,MD,41.0,8730 Mitchell Rd,1,1,1,1,24,,4890.0,6739.0,Public,8621.0,0.0
1308,21679-0008,Wye Mills,Chesapeake College,,MD,42.0,1000 College Circle,1,1,1,1,24,,5471.0,12525.0,Public,7956.0,0.0
1309,20912,Takoma Park,Washington Adventist University,WAU,MD,21.0,7600 Flower Ave,0,1,2,1,24,95.0,17266.0,19229.0,Private Nonprofit,6032.0,0.0
1310,21216-3698,Baltimore,Coppin State University,Coppin,MD,11.0,2500 West North Avenue,0,1,1,1,24,,1074.0,16912.0,Public,9486.0,0.0
1311,21804-6952,Salisbury,Del-Mar-Va Beauty Academy,,MD,13.0,111 Milford St,1,1,3,1,24,,8568.0,5006.0,Proprietary,,0.0
1312,21244,Baltimore,North American Trade Schools,,MD,21.0,"6901 Security Blvd, Suite 16",1,1,3,1,24,,12529.0,6072.0,Proprietary,,0.0
1313,21702-2964,Frederick,Frederick Community College,,MD,13.0,7932 Opossumtown Pike,1,1,1,1,24,,5000.0,10966.0,Public,7917.0,0.0
1314,21532-1099,Frostburg,Frostburg State University,,MD,33.0,101 Braddock Road,0,1,1,1,24,,4992.0,11403.0,Public,8848.0,0.0
1315,21541,McHenry,Garrett College,Garrett Community College|Garrett|GCC|GC,MD,42.0,687 Mosser Road,1,1,1,1,24,,4443.0,14749.0,Public,7559.0,0.0
1316,21204-2794,Baltimore,Goucher College,,MD,13.0,1021 Dulaney Valley Rd,0,1,2,1,24,,14250.0,15642.0,Private Nonprofit,8122.0,0.0
1317,21742-6514,Hagerstown,Hagerstown Community College,HCC,MD,22.0,11400 Robinwood Dr,1,1,1,1,24,,5063.0,6549.0,Public,7337.0,0.0
1318,21015-1698,Bel Air,Harford Community College,,MD,41.0,401 Thomas Run Rd,1,1,1,1,24,,4630.0,7450.0,Public,7291.0,0.0
1319,21701,Frederick,Hood College,Hood,MD,13.0,401 Rosemont Ave,0,1,2,1,24,,15114.0,10790.0,Private Nonprofit,8181.0,0.0
1320,21044-3197,Columbia,Howard Community College,HCC|Howard County Community College|Howrad Community College|HCCC|Howard County College|Columbia Community College|Howard College,MD,12.0,10901 Little Patuxent Pkwy,1,1,1,1,24,,5089.0,11513.0,Public,8810.0,0.0
1321,21014-3639,Bel Air,Aveda Institute-Maryland,Aveda Institute Maryland,MD,22.0,227 Archer St,0,1,3,1,24,,14959.0,7502.0,Proprietary,,0.0
1322,21218-2688,Baltimore,Johns Hopkins University,Johns Hopkins,MD,11.0,3400 N Charles St,0,1,2,1,24,,28423.0,91301.0,Private Nonprofit,18373.0,0.0
1323,21046,Columbia,Lincoln College of Technology-Columbia,,MD,12.0,9325 Snowden River Pky,0,7,3,0,24,,14704.0,5653.0,Proprietary,5182.0,0.0
1324,21210-2699,Baltimore,Loyola University Maryland,,MD,11.0,4501 N Charles St,0,1,2,1,24,30.0,19503.0,12143.0,Private Nonprofit,9511.0,0.0
1325,20783-8010,Adelphi,University of Maryland Global Campus,UMGC,MD,21.0,3501 University Blvd East,0,1,1,1,24,,8114.0,2728.0,Public,9194.0,0.0
1326,21201-1627,Baltimore,University of Maryland Baltimore,,MD,11.0,620 West Lexington St,0,1,1,1,24,,19639.0,33134.0,Public,13767.0,0.0
1327,21250,Baltimore,University of Maryland-Baltimore County,UMBC,MD,21.0,1000 Hilltop Circle,0,1,1,1,24,,11257.0,14495.0,Public,12619.0,0.0
1328,20742,College Park,University of Maryland-College Park,,MD,21.0,,0,1,1,1,24,,15411.0,19532.0,Public,16391.0,0.0
1329,21217-4134,Baltimore,Maryland Institute College of Art,MICA,MD,11.0,1300 Mount Royal Avenue,0,1,2,1,24,,32463.0,18957.0,Private Nonprofit,9575.0,0.0
1330,21853-1299,Princess Anne,University of Maryland Eastern Shore,UMES,MD,31.0,J.T. Williams Hall,0,1,1,1,24,,5661.0,21282.0,Public,10559.0,0.0
1331,21204-9840,Towson,Fortis Institute-Towson,Fortis Institute - Towson,MD,13.0,700 York Road,1,5,3,1,24,,8066.0,2347.0,Proprietary,,0.0
1332,20901,Silver Spring,Montgomery Beauty School,,MD,21.0,8736 Arliss St,0,2,3,1,24,,10435.0,31327.0,Proprietary,,0.0
1333,20850,Rockville,Montgomery College,Montgomery College - Rockville  Montgomery College - Takoma Park  Montgomery College - Germantown,MD,13.0,51 Mannakee Street,1,1,1,1,24,,4480.0,10029.0,Public,9083.0,0.0
1334,21251-0001,Baltimore,Morgan State University,,MD,11.0,1700 East Cold Spring Lane,0,1,1,1,24,,6940.0,9410.0,Public,11055.0,0.0
1335,21727-7799,Emmitsburg,Mount St. Mary's University,Mount St. Mary's | The Mount | Mount Saint Mary's University | Mount Saint Mary's,MD,42.0,16300 Old Emmitsburg Road,0,1,2,1,24,30.0,14297.0,10040.0,Private Nonprofit,8100.0,0.0
1336,21208,Baltimore,Ner Israel Rabbinical College,,MD,21.0,400 Mount Wilson Ln,0,1,2,1,24,80.0,4718.0,12064.0,Private Nonprofit,7528.0,0.0
1337,20784,New Carrollton,Hair Academy,,MD,21.0,8435 Old Annapolis Rd,0,1,3,1,24,,10021.0,16076.0,Proprietary,,0.0
1338,21210-2476,Baltimore,Notre Dame of Maryland University,NDMU,MD,11.0,4701 N Charles St,0,1,2,1,24,30.0,17212.0,15555.0,Private Nonprofit,7926.0,0.0
1339,20774-2199,Largo,Prince George's Community College,PGCC| Prince George's,MD,21.0,301 Largo Rd,1,1,1,1,24,,4008.0,9074.0,Public,8414.0,0.0
1340,21224,Baltimore,Maryland Beauty Academy of Essex,Maryland Beauty Academy  Maryland Beauty Academy-Essex,MD,21.0,"7930 Eastern Ave, Suite 5",0,1,3,1,24,,5231.0,4713.0,Proprietary,,0.0
1341,21801-6862,Salisbury,Salisbury University,SU|Salisbury,MD,23.0,1101 Camden Ave,0,1,1,1,24,,6946.0,10854.0,Public,10145.0,0.0
1342,20686,St. Mary's City,St. Mary's College of Maryland,St. Mary's or SMCM,MD,41.0,47645 College Drive,0,1,1,1,24,,11278.0,17853.0,Public,8799.0,0.0
1343,21401,Annapolis,St. John's College,SJC,MD,21.0,60 College Ave,0,1,2,1,24,,14144.0,14954.0,Private Nonprofit,8988.0,0.0
1344,21252-0001,Towson,Towson University,,MD,13.0,8000 York Rd,1,1,1,1,24,,6967.0,9092.0,Public,9513.0,0.0
1345,20723,Laurel,Maryland University of Integrative Health,MUIH,MD,21.0,7750 Montpelier Road,0,1,2,1,24,,17745.0,6795.0,Private Nonprofit,5428.0,0.0
1346,21402-1300,Annapolis,United States Naval Academy,"USNA, Navy, Annapolis",MD,21.0,121 Blake Road,0,1,1,1,24,,0.0,45479.0,Public,13901.0,0.0
1347,21117,Owings Mills,Stevenson University,,MD,21.0,100 Campus Circle,0,1,2,1,24,,13298.0,10313.0,Private Nonprofit,8699.0,0.0
1348,21620-1438,Chestertown,Washington College,,MD,32.0,300 Washington Ave,0,1,2,1,24,,16901.0,24211.0,Private Nonprofit,6433.0,0.0
1349,21157,Westminster,McDaniel College,,MD,31.0,2 College Hill,0,1,2,1,24,,13438.0,9886.0,Private Nonprofit,8097.0,0.0
1350,21804-7131,Salisbury,Wor-Wic Community College,,MD,41.0,32000 Campus Drive,1,1,1,1,24,,3810.0,10531.0,Public,7223.0,0.0
1351,02141,Cambridge,Hult International Business School,,MA,12.0,1 Education Street,0,1,2,1,25,,28569.0,8072.0,Private Nonprofit,10825.0,0.0
1352,01109,Springfield,American International College,AIC,MA,12.0,1000 State Street,0,1,2,1,25,,13178.0,6746.0,Private Nonprofit,7944.0,0.0
1353,01002-5000,Amherst,Amherst College,,MA,13.0,Boltwood Avenue,0,1,2,1,25,,31274.0,36125.0,Private Nonprofit,14540.0,0.0
1354,01612-1198,Paxton,Anna Maria College,,MA,41.0,50 Sunset Lane,0,1,2,1,25,30.0,12449.0,7749.0,Private Nonprofit,7192.0,0.0
1355,01752,Marlborough,Assabet Valley Regional Technical School,Assabet Valley Regional Vocational School District,MA,21.0,215 Fitchburg St,1,1,1,1,25,,13494.0,7640.0,Public,,0.0
1356,01609-1296,Worcester,Assumption University,,MA,12.0,500 Salisbury St,0,1,2,1,25,30.0,16337.0,12772.0,Private Nonprofit,9542.0,0.0
1357,02457-0310,Wellesley,Babson College,,MA,21.0,231 Forest Street,0,1,2,1,25,,37289.0,15202.0,Private Nonprofit,19491.0,0.0
1358,01604,Worcester,Bancroft School of Massage Therapy,,MA,12.0,333 Shrewsbury St,0,1,3,1,25,,35877.0,10672.0,Proprietary,,0.0
1359,02136-4030,Boston,Boston Baptist College,,MA,11.0,950 Metropolitan Ave,0,1,2,1,25,54.0,14780.0,3035.0,Private Nonprofit,2333.0,0.0
1360,01106,Longmeadow,Bay Path University,,MA,21.0,588 Longmeadow Street,1,1,2,1,25,,15478.0,8322.0,Private Nonprofit,9298.0,0.0
1361,02452-4705,Waltham,Bentley University,Bentley,MA,13.0,175 Forest St,0,1,2,1,25,,33780.0,15476.0,Private Nonprofit,15685.0,0.0
1362,02215,Boston,Berklee College of Music,Berklee School of Music,MA,11.0,1140 Boylston St,0,1,2,1,25,,32673.0,19733.0,Private Nonprofit,10565.0,0.0
1363,01201-5786,Pittsfield,Berkshire Community College,BCC,MA,41.0,1350 West Street,1,1,1,1,25,,4884.0,15820.0,Public,7754.0,0.0
1364,02115-2703,Boston,Boston Architectural College,Boston Architectural Center,MA,11.0,320 Newbury Street,0,1,2,1,25,,23577.0,6734.0,Private Nonprofit,6788.0,0.0
1365,02446,Brookline,Boston Graduate School of Psychoanalysis Inc,,MA,21.0,1581 Beacon Street,0,1,2,1,25,,17903.0,3575.0,Private Nonprofit,4315.0,0.0
1366,02467,Chestnut Hill,Boston College,,MA,13.0,140 Commonwealth Avenue,0,1,2,1,25,30.0,41258.0,26033.0,Private Nonprofit,17441.0,0.0
1367,02215,Boston,Boston University,BU|Boston U,MA,11.0,One Silber Way,0,1,2,1,25,,35774.0,33815.0,Private Nonprofit,16124.0,0.0
1368,02454-9110,Waltham,Brandeis University,,MA,13.0,415 South St,0,1,2,1,25,,27494.0,20729.0,Private Nonprofit,14477.0,0.0
1369,02325,Bridgewater,Bridgewater State University,BSU|Bridgewater State,MA,21.0,131 Summer Street,1,1,1,1,25,,9266.0,11167.0,Public,10418.0,0.0
1370,02720-7395,Fall River,Bristol Community College,Bristol,MA,21.0,777 Elsbree St,1,1,1,1,25,,4718.0,10375.0,Public,6969.0,0.0
1371,02302-1905,Brockton,Signature Healthcare Brockton Hospital School of Nursing,,MA,21.0,53 Adams Street,0,1,2,1,25,,26536.0,20997.0,Private Nonprofit,,0.0
1372,02129-2925,Boston,Bunker Hill Community College,BHCC,MA,11.0,250 New Rutherford Ave,1,1,1,1,25,,4870.0,6860.0,Public,8137.0,0.0
1373,02129,Boston,Cambridge College,,MA,11.0,500 Rutherford Avenue,0,1,2,1,25,,11793.0,6549.0,Private Nonprofit,8831.0,0.0
1374,02668-1599,West Barnstable,Cape Cod Community College,CCCC or 4C's,MA,13.0,2240 Iyannough Rd,1,1,1,1,25,,5114.0,14725.0,Public,7670.0,0.0
1375,01801-6819,Woburn,Catherine Hinds Institute of Esthetics,,MA,21.0,300 Wildwood Avenue,1,1,3,1,25,,20840.0,10606.0,Proprietary,,0.0
1376,02186,Milton,Laboure College of Healthcare,,MA,21.0,303 Adams Street,0,1,2,1,25,,25114.0,15697.0,Private Nonprofit,7514.0,0.0
1377,01610-1477,Worcester,Clark University,,MA,12.0,950 Main St,0,1,2,1,25,,23387.0,20018.0,Private Nonprofit,12160.0,0.0
1378,01060,Northampton,Conway School of Landscape Design,Conway School,MA,13.0,88 Village Hill Road,0,1,2,1,25,,25037.0,26051.0,Private Nonprofit,5205.0,0.0
1379,02186-2395,Milton,Curry College,,MA,21.0,1071 Blue Hill Ave,0,1,2,1,25,,19488.0,15141.0,Private Nonprofit,10852.0,0.0
1380,02038-1941,Franklin,Dean College,,MA,21.0,99 Main Street,0,1,2,1,25,,23456.0,7832.0,Private Nonprofit,7352.0,0.0
1381,02720,Fall River,Diman Regional Technical Institute,,MA,21.0,1082 Davol St. 2nd floor,1,1,1,1,25,,8596.0,14257.0,Public,,0.0
1382,01742,Concord,National Aviation Academy of New England,,MA,21.0,130 Baker Ave Extension,1,1,3,1,25,,17855.0,4268.0,Proprietary,,0.0
1383,02170-2999,Quincy,Eastern Nazarene College,ENC,MA,21.0,23 E Elm Ave,0,1,2,1,25,59.0,9158.0,6739.0,Private Nonprofit,6525.0,0.0
1384,02116-4624,Boston,Emerson College,Emerson,MA,11.0,120 Boylston Street,0,1,2,1,25,,30764.0,10966.0,Private Nonprofit,10655.0,0.0
1385,02115,Boston,Emmanuel College,,MA,11.0,400 The Fenway,0,1,2,1,25,30.0,16044.0,11428.0,Private Nonprofit,10316.0,0.0
1386,01915,Beverly,Endicott College,,MA,21.0,376 Hale Street,0,1,2,1,25,,20478.0,11580.0,Private Nonprofit,11198.0,0.0
1387,02721-5330,Fall River,Rob Roy Academy-Fall River,,MA,21.0,260 S Main St,0,1,3,1,25,,10482.0,3722.0,Proprietary,,0.0
1388,02116,Boston,Fisher College,,MA,11.0,118 Beacon Street,0,1,2,1,25,,13280.0,7739.0,Private Nonprofit,7612.0,0.0
1389,01420-2697,Fitchburg,Fitchburg State University,Fitchburg State,MA,22.0,160 Pearl St,0,1,1,1,25,,7588.0,9973.0,Public,10025.0,0.0
1390,01701-9101,Framingham,Framingham State University,,MA,13.0,100 State Street,0,1,1,1,25,,7171.0,8154.0,Public,10336.0,0.0
1391,02116,Boston,Benjamin Franklin Cummings Institute of Technology,Benjamin Franklin Institute of Technology,MA,11.0,41 Berkeley St,0,1,2,1,25,,11274.0,7350.0,Private Nonprofit,7648.0,0.0
1392,01984,Wenham,Gordon College,,MA,41.0,255 Grapevine Rd,0,1,2,1,25,42.0,14457.0,10434.0,Private Nonprofit,7655.0,0.0
1393,01982,South Hamilton,Gordon-Conwell Theological Seminary,GCTS/Gordon-Conwell Seminary/Gordon Cromwell Theological Seminary,MA,21.0,130 Essex St,0,1,2,1,25,,11436.0,10744.0,Private Nonprofit,6880.0,0.0
1394,01301-9739,Greenfield,Greenfield Community College,,MA,32.0,One College Dr,1,1,1,1,25,,5404.0,12832.0,Public,7823.0,0.0
1395,01002-5001,Amherst,Hampshire College,,MA,41.0,893 West St,0,1,2,1,25,,12849.0,16180.0,Private Nonprofit,9661.0,0.0
1396,02138,Cambridge,Harvard University,,MA,12.0,Massachusetts Hall,0,1,2,1,25,,35586.0,46842.0,Private Nonprofit,23783.0,0.0
1397,02466-3008,Newton,Hebrew College,,MA,13.0,1860 Washington Street,0,1,2,1,25,,21780.0,37345.0,Private Nonprofit,7982.0,0.0
1398,02445-7415,Brookline,Hellenic College-Holy Cross Greek Orthodox School of Theology,,MA,21.0,50 Goddard Ave,0,1,2,1,25,91.0,15102.0,29569.0,Private Nonprofit,7215.0,0.0
1399,01610-2395,Worcester,College of the Holy Cross,Holy Cross,MA,12.0,One College Street,0,1,2,1,25,30.0,35715.0,23980.0,Private Nonprofit,11812.0,0.0
1400,01040,Holyoke,Holyoke Community College,,MA,41.0,303 Homestead Ave,1,1,1,1,25,,4457.0,10898.0,Public,7594.0,0.0
1401,02466,Newton,Lasell University,,MA,13.0,1844 Commonwealth Avenue,0,1,2,1,25,,18666.0,10206.0,Private Nonprofit,8677.0,0.0
1402,02155,Medford,Lawrence Memorial Hospital School of Nursing,Lawrence Memorial/ Regis College Nursing & Radiography Programs,MA,21.0,170 Governors Ave,0,1,2,1,25,30.0,27412.0,17878.0,Private Nonprofit,7296.0,0.0
1403,02138-2790,Cambridge,Lesley University,,MA,12.0,29 Everett St,0,1,2,1,25,,24015.0,14935.0,Private Nonprofit,8931.0,0.0
1404,02138,Cambridge,Longy School of Music of Bard College,Longy  Conservatory at Longy School of Music  Longy Conservatory,MA,12.0,27 Garden Street,0,15,2,0,25,,22748.0,8755.0,Private Nonprofit,5730.0,0.0
1405,01852-1909,Lowell,Lowell Academy Hairstyling Institute,,MA,21.0,136 Central St,0,1,3,1,25,,9295.0,9818.0,Proprietary,,0.0
1406,01854,Lowell,University of Massachusetts-Lowell,,MA,21.0,1 University Ave,1,1,1,1,25,,12840.0,13730.0,Public,13170.0,0.0
1407,01003,Amherst,University of Massachusetts-Amherst,UMass Amherst,MA,13.0,374 Whitmore Building 181 Presidents Drive,1,1,1,1,25,,14780.0,19397.0,Public,13556.0,0.0
1408,02125-3393,Boston,University of Massachusetts-Boston,,MA,11.0,100 Morrissey Boulevard,1,1,1,1,25,,13911.0,16714.0,Public,11642.0,0.0
